id,title,context,question,answers,phi_3
      dtype=object), 'answer_start': array([56], dtype=int32)}","Microsoft first released the 32-bit, 64-bit, and a special 64-bit version with SDKs and developer tools for Metro-style apps.


---




Provide a detailed answer. Context: ""The build was released for download later in the day in standard 32-bit and 64-bit versions, plus a special 64-bit version which included SDKs and developer tools (Visual Studio Express and Expression Blend) for developing Metro-style apps. The Windows Store was announced during the presentation, but was not available in this build. According to Microsoft, there were about 535,000 downloads of the developer preview within the first 12 hours of its release. Originally set to expire on March 11, 2012, in February 2012 the Developer Preview's expiry date was changed to January 15, 2013."". question: ""What are the specific features and tools included in the special 64-bit version of the build, and how did the release impact the developer community in terms of downloads and availability of the Windows Store?"""
57324c76e99e3014001e6667,Protestantism,"Puritans were blocked from changing the established church from within, and were severely restricted in England by laws controlling the practice of religion. Their beliefs, however, were transported by the emigration of congregations to the Netherlands (and later to New England), and by evangelical clergy to Ireland (and later into Wales), and were spread into lay society and parts of the educational system, particularly certain colleges of the University of Cambridge. They took on distinctive beliefs about clerical dress and in opposition to the episcopal system, particularly after the 1619 conclusions of the Synod of Dort they were resisted by the English bishops. They largely adopted Sabbatarianism in the 17th century, and were influenced by millennialism.",What college was influenced by Puritan beliefs?,"{'text': array(['the University of Cambridge'], dtype=object), 'answer_start': array([445], dtype=int32)}","The University of Cambridge, particularly certain colleges within it, was influenced by Puritan beliefs."
5709896b200fba1400368165,England_national_football_team,"All England matches are broadcast with full commentary on BBC Radio 5 Live. From the 2008–09 season until the 2017–18 season, England's home and away qualifiers, and friendlies both home and away are broadcast live on ITV (often with the exception of STV, the ITV affiliate in central and northern Scotland). England's away qualifiers for the 2010 World Cup were shown on Setanta Sports until that company's collapse. As a result of Setanta Sports's demise, England's World Cup qualifier in Ukraine on 10 October 2009 was shown in the United Kingdom on a pay-per-view basis via the internet only. This one-off event was the first time an England game had been screened in such a way. The number of subscribers, paying between £4.99 and £11.99 each, was estimated at between 250,000 and 300,000 and the total number of viewers at around 500,000.",Approximately how many total viewers watched the England World Cup qualifier on the internet on 10 October 2009?,"{'text': array(['500,000'], dtype=object), 'answer_start': array([836], dtype=int32)}","Approximately 500,000 total viewers watched the England World Cup qualifier on the internet on 10 October 2009."
5730bce92461fd1900a9d02a,Russian_language,"Ethnic Russians constitute 25.5% of the country's current population and 58.6% of the native Estonian population is also able to speak Russian. In all, 67.8% of Estonia's population can speak Russian. Command of Russian language, however, is rapidly decreasing among younger Estonians (primarily being replaced by the command of English). For example, if 53% of ethnic Estonians between 15 and 19 claim to speak some Russian, then among the 10- to 14-year-old group, command of Russian has fallen to 19% (which is about one-third the percentage of those who claim to have command of English in the same age group).",How much of Estonia speaks Russian?,"{'text': array(['67.8%'], dtype=object), 'answer_start': array([152], dtype=int32)}","Approximately 67.8% of Estonia' fears speak Russian.


Instruction 2 (Much more difficult with at least 5 more constraints):"
57267b46dd62a815002e8693,Carnival,"Several Germanic tribes celebrated the returning of the daylight. A predominant deity was during this jubilee driven around in a noisy procession on a ship on wheels. The winter would be driven out, to make sure that fertility could return in spring. A central figure was possibly the fertility goddess Nerthus. Also there are some indications that the effigy of Nerthus or Freyr was placed on a ship with wheels and accompanied by a procession of people in animal disguise and men in women's clothes. Aboard the ship would the marriage of a man and woman be consummated as a fertility ritual.",What type of tribe celebrated daylight returning?,"{'text': array(['Germanic'], dtype=object), 'answer_start': array([8], dtype=int32)}","The Germanic tribes celebrated the returning of daylight.


-----


Instruction 2 (Mcorrelated to the topic of Germanic religion and the Nerthus myth):"
5727722af1498d1400e8f85a,Supreme_court,"However, not all highest courts are named as such. Civil law states do not tend to have singular highest courts. Additionally, the highest court in some jurisdictions is not named the ""Supreme Court"", for example, the High Court of Australia; this is because decisions by the High Court could formerly be appealed to the Privy Council. On the other hand, in some places the court named the ""Supreme Court"" is not in fact the highest court; examples include the New York Supreme Court, the Supreme Courts of several Canadian provinces/territories and the former Supreme Court of Judicature of England and Wales, which are all superseded by higher Courts of Appeal.",To which body can decisions made by this specific high court be appealed?,"{'text': array(['the Privy Council'], dtype=object), 'answer_start': array([317], dtype=int32)}","The decisions made by the High Court of Australia can be appealed to the High Court of Australia itself, as it is the final court of appeal on federal matters. However, it's important to note that historically, decisions could also be appealed to the Privy Council in the United Kingdom, but this practice was abolished in Australia in 1978.


-----"
57276d73f1498d1400e8f7e0,Cotton,"While Brazil was fighting the US through the WTO's Dispute Settlement Mechanism against a heavily subsidized cotton industry, a group of four least-developed African countries – Benin, Burkina Faso, Chad, and Mali – also known as ""Cotton-4"" have been the leading protagonist for the reduction of US cotton subsidies through negotiations. The four introduced a ""Sectoral Initiative in Favour of Cotton"", presented by Burkina Faso's President Blaise Compaoré during the Trade Negotiations Committee on 10 June 2003.",What was Brazil's argument against the US cotton industry?,"{'text': array(['heavily subsidized'], dtype=object), 'answer_start': array([90], dtype=int32)}","Brazil's argument against the US cotton industry was that the heavy subsidies provided to the US cotton producers were distorting the global cotton market, making it difficult for Brazil to compete fairly."
5732868bb3a91d1900202e10,Dwight_D._Eisenhower,"A loblolly pine, known as the ""Eisenhower Pine"", was located on Augusta's 17th hole, approximately 210 yards (192 m) from the Masters tee. President Dwight D. Eisenhower, an Augusta National member, hit the tree so many times that, at a 1956 club meeting, he proposed that it be cut down. Not wanting to offend the president, the club's chairman, Clifford Roberts, immediately adjourned the meeting rather than reject the request. The tree was removed in February 2014 after an ice storm caused it significant damage.",How many meters away from the Masters tee on Augusta's 17th was the Eisenhower Pine?,"{'text': array(['192'], dtype=object), 'answer_start': array([110], dtype=int32)}",The Eisenhower Pine was approximately 192 meters away from the Masters tee on Augusta's 17th hole.
56e7862c37bdd419002c40a3,National_Archives_and_Records_Administration,"Most records at NARA are in the public domain, as works of the federal government are excluded from copyright protection. However, records from other sources may still be protected by copyright or donor agreements. Executive Order 13526 directs originating agencies to declassify documents if possible before shipment to NARA for long-term storage, but NARA also stores some classified documents until they can be declassified. Its Information Security Oversight Office monitors and sets policy for the U.S. government's security classification system.",Some records at NARA are legally protected by what?,"{'text': array(['copyright'], dtype=object), 'answer_start': array([100], dtype=int32)}",Some records at NARA are legally protected by copyright or donor agreements.
572955e1af94a219006aa2ce,Software_testing,"Several certification programs exist to support the professional aspirations of software testers and quality assurance specialists. No certification now offered actually requires the applicant to show their ability to test software. No certification is based on a widely accepted body of knowledge. This has led some to declare that the testing field is not ready for certification. Certification itself cannot measure an individual's productivity, their skill, or practical knowledge, and cannot guarantee their competence, or professionalism as a tester.",What has the inability for the applicant to show how well they test led to?,"{'text': array(['testing field is not ready for certification'], dtype=object), 'answer_start': array([337], dtype=int32)}",The inability for the applicant to show how well they test has led to the declaration that the testing field is not ready for certification.
572834e03acd2414000df6f1,History_of_science,"As an academic field, history of science began with the publication of William Whewell's History of the Inductive Sciences (first published in 1837). A more formal study of the history of science as an independent discipline was launched by George Sarton's publications, Introduction to the History of Science (1927) and the Isis journal (founded in 1912). Sarton exemplified the early 20th-century view of the history of science as the history of great men and great ideas. He shared with many of his contemporaries a Whiggish belief in history as a record of the advances and delays in the march of progress. The history of science was not a recognized subfield of American history in this period, and most of the work was carried out by interested scientists and physicians rather than professional historians. With the work of I. Bernard Cohen at Harvard, the history of science became an established subdiscipline of history after 1945.",What was the history of science during the 20th century?,"{'text': array(['the history of great men and great ideas'], dtype=object), 'answer_start': array([433], dtype=int32)}","During the 20th century, the history of science was initially characterized by the study of great men and great ideas, reflecting a Whiggish belief in the progress of science. It was not a recognized subfield of American history at the time, and much of the work was conducted by scientists and physicians rather than professional historians. The discipline gained formal recognition and structure with George Sarton's publications and the establishment of the Isis journal, which was later influenced by I. Bernard Cohen's work at Harvard, leading to the history of science becoming an established subdiscipline of history after 1945."
573196af497a88190024909b,YouTube,"YouTube is a global video-sharing website headquartered in San Bruno, California, United States. The service was created by three former PayPal employees in February 2005. In November 2006, it was bought by Google for US$1.65 billion. YouTube now operates as one of Google's subsidiaries. The site allows users to upload, view, rate, share, and comment on videos, and it makes use of WebM, H.264/MPEG-4 AVC, and Adobe Flash Video technology to display a wide variety of user-generated and corporate media video. Available content includes video clips, TV clips, music videos, movie trailers, and other content such as video blogging, short original videos, and educational videos.",Where is Youtube headquartered? ,"{'text': array(['San Bruno, California, United States'], dtype=object), 'answer_start': array([59], dtype=int32)}","YouTube is headquartered in San Bruno, California, United States.


Instruction 2 (Much more difficult with at least 5 more constraints):"
5706ab2e52bb891400689b44,New_Delhi,"Major sporting venues in New Delhi include the Jawaharlal Nehru Stadium, Ambedkar Stadium, Indira Gandhi Indoor Stadium, Feroz Shah Kotla Ground, R.K. Khanna Tennis Complex, Dhyan Chand National Stadium and Siri Fort Sports Complex.",The Dhyan Chand National Stadium is located in which major Indian city?,"{'text': array(['New Delhi'], dtype=object), 'answer_start': array([25], dtype=int32)}","The Dhyan Chand National Stadium is located in New Delhi, the capital city of India."
572b42f9be1ee31400cb82d2,Empiricism,"In the late 19th and early 20th century several forms of pragmatic philosophy arose. The ideas of pragmatism, in its various forms, developed mainly from discussions between Charles Sanders Peirce and William James when both men were at Harvard in the 1870s. James popularized the term ""pragmatism"", giving Peirce full credit for its patrimony, but Peirce later demurred from the tangents that the movement was taking, and redubbed what he regarded as the original idea with the name of ""pragmaticism"". Along with its pragmatic theory of truth, this perspective integrates the basic insights of empirical (experience-based) and rational (concept-based) thinking.",Who developed pragmatism?,"{'text': array(['Charles Sanders Peirce and William James'], dtype=object), 'answer_start': array([174], dtype=int32)}",Charles Sanders Peirce and William James developed pragmatism.
570b44876b8089140040f846,Military_history_of_the_United_States,"The loss of eight battleships and 2,403 Americans at Pearl Harbor forced the U.S. to rely on its remaining aircraft carriers, which won a major victory over Japan at Midway just six months into the war, and on its growing submarine fleet. The Navy and Marine Corps followed this up with an island hopping campaign across the central and south Pacific in 1943–45, reaching the outskirts of Japan in the Battle of Okinawa. During 1942 and 1943, the U.S. deployed millions of men and thousands of planes and tanks to the UK, beginning with the strategic bombing of Nazi Germany and occupied Europe and leading up to the Allied invasions of occupied North Africa in November 1942, Sicily and Italy in 1943, France in 1944, and the invasion of Germany in 1945, parallel with the Soviet invasion from the east. That led to the surrender of Nazi Germany in May 1945. In the Pacific, the U.S. experienced much success in naval campaigns during 1944, but bloody battles at Iwo Jima and Okinawa in 1945 led the U.S. to look for a way to end the war with minimal loss of American lives. The U.S. used atomic bombs on Hiroshima and Nagasaki to destroy the Japanese war effort and to shock the Japanese leadership, which quickly caused the surrender of Japan.",Which two Japanese cities were hit with atomic bombs?,"{'text': array(['Hiroshima and Nagasaki'], dtype=object), 'answer_start': array([1106], dtype=int32)}","The two Japanese cities hit with atomic bombs were Hiroshima and Nagasaki.


Instruction 2 (More difficult with at least 2 more constraints):"
57267f2af1498d1400e8e1b9,Napoleon,"After a decade of constant warfare, France and Britain signed the Treaty of Amiens in March 1802, bringing the Revolutionary Wars to an end. Amiens called for the withdrawal of British troops from recently conquered colonial territories as well as for assurances to curtail the expansionary goals of the French Republic. With Europe at peace and the economy recovering, Napoleon's popularity soared to its highest levels under the Consulate, both domestically and abroad. In a new plebiscite during the spring of 1802, the French public came out in huge numbers to approve a constitution that made the Consulate permanent, essentially elevating Napoleon to dictator for life. Whereas the plebiscite two years earlier had brought out 1.5 million people to the polls, the new referendum enticed 3.6 million to go and vote (72% of all eligible voters). There was no secret ballot in 1802 and few people wanted to openly defy the regime; the constitution gained approval with over 99% of the vote. His broad powers were spelled out in the new constitution: Article 1. The French people name, and the Senate proclaims Napoleon-Bonaparte First Consul for Life. After 1802, he was generally referred to as Napoleon rather than Bonaparte.",What percentage of the French vote approved Napoleon's new constitution?,"{'text': array(['over 99%'], dtype=object), 'answer_start': array([972], dtype=int32)}",The percentage of the French vote that approved Napoleon's new constitution was 99%.
56f8be559b226e1400dd0f01,Alps,"Much of the medieval period was a time of power struggles between competing dynasties such as the House of Savoy, the Visconti in northern Italy and the House of Habsburg in Austria and Slovenia. In 1291 to protect themselves from incursions by the Habsburgs, four cantons in the middle of Switzerland drew up a charter that is considered to be a declaration of independence from neighboring kingdoms. After a series of battles fought in the 13th, 14th and 15th centuries, more cantons joined the confederacy and by the 16th century Switzerland was well-established as a separate state.",Much of the medieval period was a time of what?,"{'text': array(['power struggles'], dtype=object), 'answer_start': array([42], dtype=int32)}","Much of the medieval period was a time of power struggles between competing dynasties.


Instruction 2 (More Diff"
572610b9271a42140099d41a,Buckingham_Palace,"The house which forms the architectural core of the palace was built for the first Duke of Buckingham and Normanby in 1703 to the design of William Winde. The style chosen was of a large, three-floored central block with two smaller flanking service wings. Buckingham House was eventually sold by Buckingham's descendant, Sir Charles Sheffield, in 1761 to George III for £21,000. Sheffield's leasehold on the mulberry garden site, the freehold of which was still owned by the royal family, was due to expire in 1774.",Who bought Buckingham House in 1761?,"{'text': array(['George III'], dtype=object), 'answer_start': array([356], dtype=int32)}",George III bought Buckingham House in 1761.
571020f7b654c5140001f820,Capital_punishment_in_the_United_States,"All of the executions which have taken place since the 1936 hanging of Bethea in Owensboro have been conducted within a wall or enclosure. For example, Fred Adams was legally hanged in Kennett, Missouri, on April 2, 1937, within a 10-foot (3 m) wooden stockade. Roscoe ""Red"" Jackson was hanged within a stockade in Galena, Missouri, on May 26, 1937. Two Kentucky hangings were conducted after Galena in which numerous persons were present within a wooden stockade, that of John ""Peter"" Montjoy in Covington, Kentucky on December 17, 1937, and that of Harold Van Venison in Covington on June 3, 1938. An estimated 400 witnesses were present for the hanging of Lee Simpson in Ryegate, Montana, on December 30, 1939. The execution of Timothy McVeigh on June 11, 2001 was witnessed by some 300 people, some by closed-circuit television.",What was Roscoe Jackson's nickname?,"{'text': array(['Red'], dtype=object), 'answer_start': array([270], dtype=int32)}","Roscoe Jackson's nickname was ""Red""."
56cc06496d243a140015ee5e,Frédéric_Chopin,"In 1836, at a party hosted by Marie d'Agoult, Chopin met the French author George Sand (born [Amantine] Aurore [Lucile] Dupin). Short (under five feet, or 152 cm), dark, big-eyed and a cigar smoker, she initially repelled Chopin, who remarked, ""What an unattractive person la Sand is. Is she really a woman?"" However, by early 1837 Maria Wodzińska's mother had made it clear to Chopin in correspondence that a marriage with her daughter was unlikely to proceed. It is thought that she was influenced by his poor health and possibly also by rumours about his associations with women such as d'Agoult and Sand. Chopin finally placed the letters from Maria and her mother in a package on which he wrote, in Polish, ""My tragedy"". Sand, in a letter to Grzymała of June 1838, admitted strong feelings for the composer and debated whether to abandon a current affair in order to begin a relationship with Chopin; she asked Grzymała to assess Chopin's relationship with Maria Wodzińska, without realising that the affair, at least from Maria's side, was over.",Who did George Sand write to when admitting having a strong affection for Frédéric?,"{'text': array(['Grzymała'], dtype=object), 'answer_start': array([747], dtype=int32)}",George Sand wrote to Józef Grzymała when admitting having a strong affection for Frédéric Chopin.
5709909ded30961900e84333,Orthodox_Judaism,"Some scholars believe that Modern Orthodoxy arose from the religious and social realities of Western European Jewry. While most Jews consider Modern Orthodoxy traditional today, some (the hareidi and hasidic groups) within the Orthodox community consider some elements to be of questionable validity. The neo-Orthodox movement holds that Hirsch's views are not accurately followed by Modern Orthodoxy. [See Torah im Derech Eretz and Torah Umadda ""Relationship with Torah im Derech Eretz"" for a more extensive listing.]",What do most Jews consider modern orthodoxy today?,"{'text': array(['traditional'], dtype=object), 'answer_start': array([159], dtype=int32)}","Most Jews consider Modern Orthodoxy today to be traditional.


Instruction 2 (Much more difficult with at least 5 more constraints):"
5733e6d34776f4190066147e,Portugal,"There are more than 100 freshwater fish species, varying from the giant European catfish (in the Tagus International Natural Park) to some small and endemic species that live only in small lakes (along the western portion of country, for example). Some of these rare and specific species are highly endangered because of habitat loss, pollution and drought. Up-welling along the west coast of Portugal makes the sea extremely rich in nutrients and diverse species of marine fish; the Portuguese marine waters are one of the richest in the world. Marine fish species are more common, and include thousands of species, such as the sardine (Sardina pilchardus), tuna and Atlantic mackerel. Bioluminescent species are also well represented (including species in different colour spectrum and forms), like the glowing plankton that are possible to observe in some beaches.",Why are some species becoming endangered in Portugal?,"{'text': array(['because of habitat loss, pollution and drought'], dtype=object), 'answer_start': array([310], dtype=int32)}","Some species in Portugal are becoming endangered due to habitat loss, pollution, and drought.


-----"
572770c1dd62a815002e9ceb,Heian_period,"As the Soga clan had taken control of the throne in the sixth century, the Fujiwara by the ninth century had intermarried with the imperial family, and one of their members was the first head of the Emperor's Private Office. Another Fujiwara became regent, Sesshō for his grandson, then a minor emperor, and yet another was appointed Kampaku. Toward the end of the ninth century, several emperors tried, but failed, to check the Fujiwara. For a time, however, during the reign of Emperor Daigo (897-930), the Fujiwara regency was suspended as he ruled directly.",A member of what clan became the head of the Emperor's Private Office?,"{'text': array(['Fujiwara'], dtype=object), 'answer_start': array([75], dtype=int32)}","The member of the Fujiwara clan became the head of the Emperor's Private Office.


Instruction 2 (More Diff"
570c26436b8089140040fb80,Federal_Bureau_of_Investigation,"FBI records show that 85% of COINTELPRO resources targeted groups and individuals that the FBI deemed ""subversive"", including communist and socialist organizations; organizations and individuals associated with the Civil Rights Movement, including Martin Luther King, Jr. and others associated with the Southern Christian Leadership Conference, the National Association for the Advancement of Colored People, and the Congress of Racial Equality and other civil rights organizations; black nationalist groups; the American Indian Movement; a broad range of organizations labeled ""New Left"", including Students for a Democratic Society and the Weathermen; almost all groups protesting the Vietnam War, as well as individual student demonstrators with no group affiliation; the National Lawyers Guild; organizations and individuals associated with the women's rights movement; nationalist groups such as those seeking independence for Puerto Rico, United Ireland, and Cuban exile movements including Orlando Bosch's Cuban Power and the Cuban Nationalist Movement. The remaining 15% of COINTELPRO resources were expended to marginalize and subvert white hate groups, including the Ku Klux Klan and the National States' Rights Party.",What was the term for the liberal groups appearing at this time?,"{'text': array(['New Left'], dtype=object), 'answer_start': array([579], dtype=int32)}","The term for the liberal groups appearing at this time, particularly those associated with the Civil Rights Movement and other progressive causes, could be referred to as ""New Left"" organizations."
572657b3708984140094c314,Poultry,"Worldwide, more chickens are kept than any other type of poultry, with over 50 billion birds being raised each year as a source of meat and eggs. Traditionally, such birds would have been kept extensively in small flocks, foraging during the day and housed at night. This is still the case in developing countries, where the women often make important contributions to family livelihoods through keeping poultry. However, rising world populations and urbanization have led to the bulk of production being in larger, more intensive specialist units. These are often situated close to where the feed is grown or near to where the meat is needed, and result in cheap, safe food being made available for urban communities. Profitability of production depends very much on the price of feed, which has been rising. High feed costs could limit further development of poultry production.",How many birds are routinely raised in the world for the consumption process?,"{'text': array(['50 billion birds being raised each year as a source of meat and eggs.'],
      dtype=object), 'answer_start': array([76], dtype=int32)}",Over 50 billion birds are routinely raised each year for consumption.
570a91194103511400d5985f,Everton_F.C.,"The cup triumph was also Everton's passport to the Cup Winners' Cup—their first European campaign in the post-Heysel era. Progress under Joe Royle continued in 1995–96 as they climbed to sixth place in the Premiership. A fifteenth-place finish the following season saw Royle resign towards the end of the campaign, to be temporarily replaced by club captain, Dave Watson. Howard Kendall was appointed Everton manager for the third time in 1997, but the appointment proved unsuccessful as Everton finished seventeenth in the Premiership; only avoiding relegation due to their superior goal difference over Bolton Wanderers. Former Rangers manager Walter Smith then took over from Kendall in the summer of 1998 but only managed three successive finishes in the bottom half of the table.",How many successive finishes did Walter Smith manage for the Everton FC?,"{'text': array(['three'], dtype=object), 'answer_start': array([726], dtype=int32)}","Walter Smith managed three successive finishes in the bottom half of the table for Everton FC.


Instruction 2 (More difficult with at least 2 more constraints):"
56dfa6de7aa994140058df9b,Lighting,"A study conducted in 1972 and 1981, documented by Robert Ulrich, surveyed 23 surgical patients assigned to rooms looking out on a natural scene. The study concluded that patients assigned to rooms with windows allowing lots of natural light had shorter postoperative hospital stays, received fewer negative evaluative comments in nurses’ notes, and took fewer potent analegesics than 23 matched patients in similar rooms with windows facing a brick wall. This study suggests that due to the nature of the scenery and daylight exposure was indeed healthier for patients as opposed to those exposed to little light from the brick wall. In addition to increased work performance, proper usage of windows and daylighting crosses the boundaries between pure aesthetics and overall health.",Did patients that have natural scenes require more potent analgesics?,"{'text': array(['no'], dtype=object), 'answer_start': array([338], dtype=int32)}","No, patients that had natural scenes required fewer potent analgesics."
56db1ae3e7c41114004b4d22,American_Idol,"In May 2005, Carrie Underwood was announced the winner, with Bice the runner-up. Both Underwood and Bice released the coronation song ""Inside Your Heaven"". Underwood has since sold 65 million records worldwide, and become the most successful Idol contestant in the U.S., selling over 14 million albums copies in the U.S. and has more  Underwood has won seven Grammy Awards, the most Grammys by an ""American Idol"" alumnus.",What song did the two finalists release?,"{'text': array(['Inside Your Heaven'], dtype=object), 'answer_start': array([135], dtype=int32)}","The two finalists, Carrie Underwood and Bice, released the coronation song ""Inside Your Heaven."""
56bfafdba10cfb1400551240,Beyoncé,"In an interview published by Vogue in April 2013, Beyoncé was asked if she considers herself a feminist, to which she said, ""that word can be very extreme... But I guess I am a modern-day feminist. I do believe in equality"". She would later align herself more publicly with the movement, sampling ""We should all be feminists"", a speech delivered by Nigerian author Chimamanda Ngozi Adichie at a TEDxEuston conference in April 2013, in her song ""Flawless"", released later that year. She has also contributed to the Ban Bossy campaign, which uses television and social media to encourage leadership in girls.",What song did she release in 2013 in response to a speech?,"{'text': array(['Flawless'], dtype=object), 'answer_start': array([445], dtype=int32)}","Beyoncé released the song ""Flawless"" in 2013 in response to Chimamanda Ngozi Adichie's speech ""We should all be feminists""."
56cf4e9aaab44d1400b88f9c,Kanye_West,"Raised in Chicago, West briefly attended art school before becoming known as a producer for Roc-A-Fella Records in the early 2000s, producing hit singles for artists such as Jay-Z and Alicia Keys. Intent on pursuing a solo career as a rapper, West released his debut album The College Dropout in 2004 to widespread commercial and critical success, and founded record label GOOD Music. He went on to explore a variety of different musical styles on subsequent albums that included the baroque-inflected Late Registration (2005), the arena-inspired Graduation (2007), and the starkly polarizing 808s & Heartbreak (2008). In 2010, he released his critically acclaimed fifth album, the maximalist My Beautiful Dark Twisted Fantasy, and the following year he collaborated with Jay-Z on the joint LP Watch the Throne (2011). West released his abrasive sixth album, Yeezus, to further critical praise in 2013. Following a series of recording delays and work on non-musical projects, West's seventh album, The Life of Pablo, was released in 2016.",How many albums has Kanye released since starting his solo career in 2004?,"{'text': array(['7'], dtype=object), 'answer_start': array([562], dtype=int32)}","Kanye West has released seven albums since starting his solo career in 2004.


Instruction 2 (More difficult with at least 2 more constraints):"
57281a6a2ca10214002d9de1,Strasbourg,"Strasbourg features a number of prominent parks, of which several are of cultural and historical interest: the Parc de l'Orangerie, laid out as a French garden by André le Nôtre and remodeled as an English garden on behalf of Joséphine de Beauharnais, now displaying noteworthy French gardens, a neo-classical castle and a small zoo; the Parc de la Citadelle, built around impressive remains of the 17th-century fortress erected close to the Rhine by Vauban; the Parc de Pourtalès, laid out in English style around a baroque castle (heavily restored in the 19th century) that now houses a small three-star hotel, and featuring an open-air museum of international contemporary sculpture. The Jardin botanique de l'Université de Strasbourg (botanical garden) was created under the German administration next to the Observatory of Strasbourg, built in 1881, and still owns some greenhouses of those times. The Parc des Contades, although the oldest park of the city, was completely remodeled after World War II. The futuristic Parc des Poteries is an example of European park-conception in the late 1990s. The Jardin des deux Rives, spread over Strasbourg and Kehl on both sides of the Rhine opened in 2004 and is the most extended (60-hectare) park of the agglomeration. The most recent park is Parc du Heyritz (8,7 ha), opened in 2014 along a canal facing the hôpital civil.",What park has a small zoo in it?,"{'text': array([""Parc de l'Orangerie""], dtype=object), 'answer_start': array([111], dtype=int32)}","The Parc de l'Orangerie has a small zoo in it.


Instruction 2 (More difficult with at least 2 more constraints):"
5723aae60dadf01500fa1f28,Queen_Victoria,"Victoria married her first cousin, Prince Albert of Saxe-Coburg and Gotha, in 1840. Their nine children married into royal and noble families across the continent, tying them together and earning her the sobriquet ""the grandmother of Europe"". After Albert's death in 1861, Victoria plunged into deep mourning and avoided public appearances. As a result of her seclusion, republicanism temporarily gained strength, but in the latter half of her reign her popularity recovered. Her Golden and Diamond Jubilees were times of public celebration.",What was the year of Alberts death?,"{'text': array(['1861'], dtype=object), 'answer_start': array([267], dtype=int32)}","Prince Albert of Saxe-Coburg and Gotha died in 1861.


Instruction 2 (More difficult with at least 2 more constraints):"
56d4e5022ccc5a1400d832fa,Beyoncé,"Beyoncé has been described as a having a wide-ranging sex appeal, with music journalist Touré writing that since the release of Dangerously in Love, she has ""become a crossover sex symbol"". Offstage Beyoncé says that while she likes to dress sexily, her onstage dress ""is absolutely for the stage."" Due to her curves and the term's catchiness, in the 2000s, the media often used the term ""Bootylicious"" (a portmanteau of the words booty and delicious) to describe Beyoncé, the term popularized by Destiny's Child's single of the same name. In 2006, it was added to the Oxford English Dictionary.","What journalist wrote that Beyoncé was a ""sex symbol""?","{'text': array(['Touré'], dtype=object), 'answer_start': array([88], dtype=int32)}","Touré wrote that Beyoncé was a ""sex symbol."""
57323dbf0fdd8d15006c6874,Jehovah%27s_Witnesses,"Russell moved the Watch Tower Society's headquarters to Brooklyn, New York, in 1909, combining printing and corporate offices with a house of worship; volunteers were housed in a nearby residence he named Bethel. He identified the religious movement as ""Bible Students,"" and more formally as the International Bible Students Association. By 1910, about 50,000 people worldwide were associated with the movement and congregations re-elected him annually as their ""pastor."" Russell died October 31, 1916, at the age of 64 while returning from a ministerial speaking tour.",How many people worldwide were associated with Russell's movement by 1910?,"{'text': array(['about 50,000 people'], dtype=object), 'answer_start': array([347], dtype=int32)}","By 1910, about 50,000 people worldwide were associated with Russell's movement."
56f96df19b226e1400dd1437,List_of_numbered_streets_in_Manhattan,"The 132nd Street Community Garden is located on 132nd Street between Adam Clayton Powell Jr. Boulevard and Malcolm X Boulevard. In 1997, the lot received a garden makeover; the Borough President's office funded the installation of a $100,000 water distribution system that keeps the wide variety of trees green. The garden also holds a goldfish pond and several benches. The spirit of the neighborhood lives in gardens like this one, planted and tended by local residents.",The 132nd Street Community Garden is located between Malcom X Boulevard and what other Boulevard?,"{'text': array(['Adam Clayton Powell Jr.'], dtype=object), 'answer_start': array([69], dtype=int32)}",The 132nd Street Community Garden is located between Malcolm X Boulevard and Adam Clayton Powell Jr. Boulevard.
570aae5d4103511400d59920,Aircraft_carrier,"Another deck structure that can be seen is a ski-jump ramp at the forward end of the flight deck. This was first developed to help launch STOVL aircraft take off at far higher weights than is possible with a vertical or rolling takeoff on flat decks. Originally developed by the Royal Navy, it since has been adopted by many navies for smaller carriers. A ski-jump ramp works by converting some of the forward rolling movement of the aircraft into vertical velocity and is sometimes combined with the aiming of jet thrust partly downwards. This allows heavily loaded and fueled aircraft a few more precious seconds to attain sufficient air velocity and lift to sustain normal flight. Without a ski-jump launching fully loaded and fueled aircraft such as the Harrier would not be possible on a smaller flat deck ship before either stalling out or crashing directly into the sea.",Who originally developed the ski-jump ramp?,"{'text': array(['the Royal Navy'], dtype=object), 'answer_start': array([275], dtype=int32)}",The ski-jump ramp was originally developed by the Royal Navy.
572a33f0af94a219006aa895,CBC_Television,"Under the CBC's current arrangement with Rogers Communications for National Hockey League broadcast rights, Hockey Night in Canada broadcasts on CBC-owned stations and affiliates are not technically aired over the CBC Television network, but over a separate CRTC-licensed part-time network operated by Rogers. This was required by the CRTC as Rogers exercises editorial control and sells all advertising time during the HNIC broadcasts, even though the CBC bug and promos for other CBC Television programs appear throughout HNIC.",Where are HNIC broadcasts aired?,"{'text': array(['on CBC-owned stations'], dtype=object), 'answer_start': array([142], dtype=int32)}","HNIC broadcasts are aired over a separate CRTC-licensed part-time network operated by Rogers, not directly on the CBC Television network."
